Overall Qual,Year Built,Total Bsmt SF,Gr Liv Area,Garage Area
7.0,2005.0,856.0,1166.0,400.0
6.0,1969.0,1026.0,1026.0,440.0
7.0,1974.0,752.0,2067.0,784.0
6.0,1976.0,528.0,1855.0,512.0
7.0,1993.0,1594.0,1594.0,472.0
8.0,1994.0,2024.0,2063.0,815.0
5.0,1959.0,1040.0,1040.0,286.0
5.0,1965.0,1214.0,1214.0,461.0
6.0,1973.0,942.0,2521.0,576.0
3.0,1930.0,728.0,1162.0,258.0
6.0,1972.0,525.0,1092.0,264.0
10.0,2006.0,1742.0,2042.0,724.0
5.0,1963.0,816.0,816.0,516.0
4.0,1936.0,672.0,1324.0,240.0
5.0,1994.0,990.0,990.0,528.0
7.0,2006.0,1092.0,1550.0,438.0
4.0,1940.0,801.0,1656.0,440.0
3.0,1952.0,1057.902708481825,944.0,528.0
7.0,1980.0,1372.0,1472.0,588.0
7.0,1992.0,384.0,1482.0,392.0
4.0,1950.0,910.0,1521.0,597.0
6.0,1930.0,768.0,768.0,440.0
8.0,2002.0,972.0,1811.0,565.0
5.0,1936.0,528.0,1040.0,624.0
8.0,2008.0,1932.0,1932.0,774.0
6.0,1977.0,1350.0,1334.0,630.0
7.0,2008.0,1402.0,1402.0,625.0
5.0,1954.0,1056.0,1056.0,260.0
9.0,2008.0,2020.0,2020.0,896.0
7.0,2007.0,1266.0,1266.0,388.0
5.0,1900.0,360.0,1812.0,672.0
6.0,1999.0,841.0,1675.0,502.0
5.0,1916.0,686.0,1928.0,0.0
4.0,1941.0,672.0,672.0,234.0
5.0,1958.0,808.0,808.0,308.0
6.0,1969.0,1427.0,1427.0,516.0
7.0,1970.0,1304.0,1682.0,530.0
5.0,1926.0,750.0,1316.0,576.0
6.0,1962.0,858.0,1716.0,490.0
6.0,1978.0,1057.902708481825,1902.0,539.0
6.0,1995.0,781.0,1671.0,423.0
4.0,1965.0,960.0,960.0,432.0
6.0,1977.0,1844.0,1844.0,546.0
6.0,1925.0,1181.0,1694.0,576.0
7.0,2002.0,1536.0,1536.0,532.0
6.0,1976.0,1262.0,1262.0,460.0
6.0,1966.0,660.0,1348.0,453.0
5.0,1971.0,768.0,868.0,576.0
4.0,1973.0,462.0,988.0,297.0
7.0,1967.0,1865.0,1830.0,521.0
6.0,2007.0,608.0,1396.0,440.0
8.0,1997.0,1173.0,2199.0,516.0
5.0,1945.0,686.0,866.0,0.0
6.0,1945.0,1028.0,2320.0,180.0
4.0,1938.0,816.0,816.0,288.0
4.0,1955.0,1057.902708481825,1152.0,0.0
7.0,2006.0,738.0,1492.0,440.0
5.0,1975.0,864.0,864.0,0.0
6.0,2004.0,1158.0,1158.0,576.0
7.0,2006.0,608.0,1458.0,454.0
5.0,1956.0,301.0,1145.0,684.0
9.0,2008.0,1884.0,1884.0,649.0
7.0,2007.0,1726.0,1726.0,786.0
6.0,1984.0,744.0,752.0,264.0
5.0,1938.0,1058.0,1551.0,240.0
8.0,2007.0,1057.902708481825,2464.0,650.0
5.0,1932.0,793.0,1520.0,281.0
8.0,2007.0,1234.0,1234.0,484.0
5.0,1938.0,920.0,954.0,240.0
5.0,1962.0,864.0,864.0,336.0
7.0,1978.0,1271.0,1601.0,478.0
5.0,1950.0,864.0,864.0,720.0
8.0,1970.0,1057.902708481825,2217.0,621.0
2.0,1939.0,1057.902708481825,845.0,256.0
5.0,1898.0,849.0,2138.0,360.0
8.0,2004.0,1580.0,2466.0,610.0
6.0,1948.0,864.0,1495.0,576.0
8.0,1994.0,1624.0,1624.0,757.0
4.0,1900.0,859.0,1178.0,384.0
5.0,1959.0,1422.0,1675.0,365.0
7.0,2005.0,945.0,1809.0,638.0
6.0,1983.0,1084.0,1080.0,484.0
6.0,1998.0,1237.0,1337.0,405.0
5.0,1972.0,864.0,864.0,352.0
5.0,1964.0,1486.0,1486.0,480.0
5.0,1969.0,1104.0,1360.0,336.0
7.0,1918.0,600.0,1228.0,215.0
6.0,1966.0,814.0,913.0,240.0
7.0,1996.0,910.0,1820.0,816.0
5.0,1950.0,988.0,1612.0,363.0
7.0,2003.0,1405.0,1405.0,478.0
7.0,1960.0,585.0,2069.0,505.0
7.0,2000.0,952.0,2256.0,554.0
6.0,1928.0,896.0,1913.0,342.0
5.0,1957.0,1070.0,1236.0,447.0
4.0,1948.0,744.0,1120.0,480.0
5.0,1969.0,784.0,1632.0,898.0
6.0,1906.0,756.0,1469.0,216.0
8.0,2006.0,1588.0,1588.0,825.0
8.0,1935.0,728.0,1458.492119089317,463.4402493938345
6.0,2000.0,756.0,1512.0,440.0
6.0,1995.0,680.0,1470.0,420.0
5.0,1952.0,1008.0,1008.0,280.0
6.0,1914.0,742.0,1484.0,0.0
6.0,1967.0,932.0,2640.0,515.0
5.0,1959.0,1063.0,1327.0,624.0
5.0,1977.0,1126.0,1126.0,484.0
6.0,1961.0,1218.0,1254.0,525.0
6.0,1958.0,160.0,1142.0,384.0
6.0,1971.0,825.0,1993.0,495.0
5.0,1977.0,1040.0,1040.0,484.0
10.0,2003.0,1057.902708481825,2392.0,463.4402493938345
6.0,1929.0,862.0,1158.0,208.0
5.0,1977.0,876.0,907.0,308.0
7.0,2004.0,970.0,1709.0,380.0
6.0,1921.0,585.0,1436.0,228.0
4.0,1920.0,637.0,1336.0,570.0
8.0,1985.0,1742.0,1742.0,564.0
6.0,1997.0,916.0,1600.0,460.0
6.0,1963.0,1083.0,1146.0,294.0
5.0,1953.0,984.0,950.0,400.0
5.0,1950.0,1032.0,2177.0,484.0
6.0,1969.0,1216.0,1216.0,336.0
6.0,1964.0,780.0,1611.0,442.0
6.0,1923.0,1200.0,1200.0,312.0
8.0,2006.0,1554.0,1554.0,627.0
7.0,1999.0,873.0,1790.0,588.0
6.0,1923.0,602.0,1502.0,180.0
8.0,2007.0,1566.0,1600.0,890.0
7.0,2006.0,1141.0,1141.0,484.0
8.0,2007.0,1582.0,1582.0,905.0
6.0,1980.0,630.0,1266.0,283.0
8.0,1918.0,1360.0,1458.492119089317,795.0
7.0,2004.0,1594.0,1646.0,482.0
6.0,1955.0,1156.0,1520.0,364.0
7.0,2005.0,784.0,1596.0,610.0
8.0,2006.0,1370.0,1370.0,484.0
6.0,1920.0,768.0,1376.0,576.0
3.0,1930.0,713.0,713.0,371.0
5.0,1958.0,912.0,912.0,275.0
5.0,1966.0,1092.0,1092.0,264.0
5.0,1961.0,864.0,864.0,732.0
5.0,1955.0,1204.0,1411.0,310.0
5.0,1969.0,780.0,1620.0,462.0
7.0,1959.0,1057.902708481825,1472.0,484.0
6.0,1999.0,729.0,1471.0,440.0
8.0,1995.0,1587.0,1734.0,528.0
8.0,1993.0,1231.0,2349.0,762.0
6.0,1990.0,1398.0,1398.0,542.0
6.0,2005.0,1141.0,1141.0,484.0
9.0,1999.0,1557.0,1557.0,484.0
8.0,2006.0,1324.0,1324.0,550.0
5.0,1904.0,650.0,1539.0,686.0
3.0,1916.0,216.0,936.0,0.0
6.0,2005.0,728.0,1456.0,390.0
5.0,1996.0,1100.0,1100.0,462.0
6.0,1960.0,1602.0,1252.0,564.0
5.0,1910.0,504.0,1464.0,0.0
9.0,2000.0,1540.0,1458.492119089317,774.0
7.0,1995.0,384.0,1474.0,400.0
7.0,2004.0,1445.0,1445.0,470.0
4.0,1970.0,630.0,630.0,0.0
6.0,1975.0,1069.0,1069.0,440.0
6.0,1958.0,1444.0,2144.0,389.0
6.0,2004.0,798.0,1640.0,520.0
7.0,2006.0,1063.0,2172.0,947.0
5.0,1912.0,451.0,759.0,576.0
5.0,1995.0,990.0,990.0,576.0
7.0,2006.0,1391.0,1962.0,868.0
6.0,1926.0,992.0,1013.0,160.0
5.0,2005.0,732.0,1838.0,372.0
6.0,2005.0,1306.0,1306.0,624.0
6.0,1925.0,976.0,1608.0,216.0
8.0,1976.0,1142.0,1458.492119089317,831.0
6.0,1954.0,936.0,984.0,280.0
7.0,1940.0,800.0,1740.0,240.0
8.0,2007.0,1704.0,1704.0,772.0
5.0,1968.0,864.0,874.0,288.0
6.0,1963.0,1059.0,1068.0,264.0
5.0,1985.0,833.0,833.0,0.0
8.0,2007.0,1582.0,2152.0,728.0
7.0,1999.0,1339.0,1358.0,625.0
5.0,1949.0,672.0,924.0,576.0
8.0,2009.0,1544.0,1544.0,868.0
4.0,1953.0,1105.0,1647.0,280.0
4.0,1900.0,709.0,1844.0,240.0
6.0,1918.0,816.0,838.0,275.0
5.0,1924.0,468.0,1142.0,320.0
5.0,1939.0,884.0,884.0,240.0
4.0,1925.0,686.0,1328.0,210.0
7.0,2005.0,1494.0,1506.0,672.0
6.0,1958.0,1240.0,1632.0,338.0
6.0,1951.0,216.0,1575.0,400.0
7.0,1986.0,1502.0,1458.492119089317,576.0
6.0,1915.0,728.0,1456.0,308.0
5.0,1967.0,992.0,992.0,294.0
6.0,1968.0,727.0,1556.0,441.0
5.0,1976.0,536.0,1112.0,336.0
5.0,1967.0,624.0,1656.0,288.0
6.0,2005.0,547.0,1072.0,525.0
7.0,2004.0,1530.0,1530.0,630.0
2.0,1947.0,1057.902708481825,660.0,0.0
5.0,1959.0,1063.0,1287.0,576.0
7.0,2006.0,1240.0,1240.0,826.0
8.0,2007.0,1596.0,1648.0,525.0
7.0,2005.0,1552.0,1552.0,782.0
7.0,1996.0,1720.0,1720.0,527.0
7.0,2001.0,1413.0,1430.0,605.0
6.0,1954.0,1288.0,2422.0,527.0
5.0,2005.0,547.0,1072.0,525.0
6.0,1971.0,483.0,987.0,264.0
6.0,2000.0,953.0,1664.0,460.0
4.0,1955.0,1190.0,1540.0,352.0
4.0,1973.0,526.0,988.0,297.0
9.0,2008.0,1702.0,1702.0,463.4402493938345
8.0,2004.0,1256.0,1269.0,430.0
6.0,1998.0,804.0,1682.0,523.0
7.0,1994.0,973.0,1850.0,467.0
6.0,1912.0,755.0,2229.0,0.0
6.0,1968.0,1295.0,1295.0,528.0
5.0,1956.0,1048.0,1048.0,286.0
5.0,1960.0,1065.0,1065.0,461.0
5.0,1995.0,1099.0,1099.0,352.0
5.0,1992.0,912.0,970.0,0.0
8.0,2004.0,1117.0,2452.0,691.0
5.0,1963.0,960.0,960.0,300.0
5.0,1953.0,105.0,910.0,414.0
7.0,2005.0,1368.0,1368.0,474.0
7.0,1973.0,1057.902708481825,2223.0,516.0
5.0,1967.0,1052.0,1052.0,668.0
5.0,1962.0,1776.0,1560.0,528.0
5.0,1971.0,1484.0,1484.0,487.0
4.0,1950.0,1057.902708481825,1040.0,420.0
6.0,2004.0,789.0,1515.0,393.0
6.0,1994.0,392.0,1694.0,398.0
5.0,1978.0,864.0,1174.0,528.0
5.0,1956.0,1057.902708481825,882.0,308.0
7.0,1940.0,680.0,1302.0,224.0
6.0,1995.0,806.0,1572.0,373.0
6.101845522898154,1952.0,1057.902708481825,733.0,487.0
5.0,1963.0,925.0,925.0,484.0
8.0,2003.0,1432.0,1440.0,467.0
6.0,1999.0,1666.0,1675.0,435.0
5.0,1983.0,816.0,816.0,264.0
7.0,2007.0,689.0,1392.0,540.0
6.0,1980.0,712.0,2237.0,440.0
4.0,1924.0,1093.0,1669.0,288.0
6.0,1977.0,1196.0,1279.0,473.0
4.0,1970.0,864.0,864.0,660.0
6.0,1972.0,723.0,1395.0,497.0
7.0,2004.0,1710.0,1710.0,550.0
4.0,1953.0,936.0,936.0,576.0
10.0,2008.0,1722.0,2296.0,842.0
6.0,1919.0,804.0,2447.0,336.0
5.0,1960.0,1268.0,1264.0,461.0
5.0,1961.0,920.0,888.0,240.0
4.0,1941.0,788.0,788.0,0.0
7.0,1999.0,744.0,1501.0,440.0
5.0,1972.0,780.0,780.0,352.0
6.0,1958.0,1329.0,1329.0,312.0
7.0,1981.0,1740.0,1740.0,540.0
4.0,1957.0,1073.0,1073.0,720.0
8.0,1994.0,1679.0,1803.0,482.0
7.0,1974.0,1748.0,2646.0,550.0
9.0,2006.0,1057.902708481825,2338.0,463.4402493938345
7.0,1940.0,920.0,2480.0,400.0
7.0,2003.0,941.0,1829.0,613.0
7.0,1980.0,1043.0,1458.492119089317,441.0
5.0,1956.0,1005.0,1005.0,319.0
7.0,2003.0,884.0,1768.0,543.0
7.0,2004.0,1473.0,1484.0,606.0
5.0,1910.0,240.0,1306.0,472.0
7.0,1997.0,1288.0,1368.0,784.0
6.0,1985.0,741.0,1732.0,476.0
6.0,1993.0,1344.0,1440.0,920.0
7.0,2004.0,384.0,1374.0,400.0
6.0,1997.0,1479.0,1494.0,576.0
7.0,1995.0,1237.0,1253.0,402.0
7.0,2007.0,1266.0,1266.0,388.0
6.0,1986.0,1606.0,1651.0,616.0
5.0,1957.0,1134.0,1803.0,484.0
6.0,1978.0,1664.0,1664.0,616.0
6.0,1992.0,1575.0,1575.0,529.0
10.0,2001.0,1057.902708481825,2633.0,804.0
7.0,2006.0,1187.0,1208.0,632.0
6.0,1977.0,855.0,1456.0,440.0
7.0,2001.0,1454.0,1434.0,527.0
5.0,1965.0,912.0,912.0,576.0
6.0,1926.0,884.0,904.0,180.0
6.0,1977.0,1243.0,1285.0,473.0
6.0,1997.0,1189.0,1189.0,392.0
5.0,1947.0,698.0,698.0,0.0
7.0,2004.0,1080.0,1080.0,0.0
5.0,1975.0,864.0,1558.0,440.0
5.0,1918.0,686.0,1250.0,280.0
8.0,2003.0,1650.0,1458.492119089317,841.0
7.0,2006.0,1241.0,1241.0,569.0
7.0,1920.0,650.0,1482.0,324.0
7.0,1994.0,1602.0,1626.0,534.0
6.0,1963.0,1008.0,1008.0,430.0
6.0,1993.0,384.0,1091.0,429.0
10.0,1994.0,1057.902708481825,1458.492119089317,832.0
6.0,2005.0,1142.0,1142.0,0.0
6.0,1973.0,525.0,1092.0,440.0
7.0,1999.0,978.0,1983.0,490.0
6.0,1958.0,588.0,1138.0,264.0
6.0,1928.0,624.0,720.0,484.0
5.0,1993.0,796.0,1362.0,480.0
5.0,1958.0,1024.0,1344.0,484.0
5.0,1965.0,912.0,925.0,576.0
7.0,1994.0,779.0,1958.0,499.0
5.0,1940.0,901.0,1717.0,410.0
7.0,2007.0,1372.0,1372.0,529.0
6.0,1957.0,912.0,1236.0,923.0
5.0,1956.0,1050.0,1050.0,338.0
8.0,2006.0,1234.0,2576.0,666.0
8.0,1999.0,960.0,1586.0,480.0
5.0,1960.0,1377.0,1377.0,351.0
8.0,2004.0,2000.0,2000.0,888.0
4.0,1940.0,420.0,708.0,0.0
5.0,1925.0,864.0,864.0,0.0
8.0,1999.0,850.0,1764.0,560.0
6.0,1963.0,741.0,2294.0,658.0
6.0,1998.0,926.0,1604.0,472.0
6.0,1980.0,561.0,1229.0,462.0
6.0,1979.0,1362.0,1586.0,435.0
7.0,1998.0,1482.0,1494.0,514.0
6.0,2006.0,1314.0,1314.0,440.0
5.0,1967.0,864.0,864.0,312.0
4.0,1970.0,530.0,992.0,297.0
4.0,1920.0,720.0,720.0,0.0
7.0,2006.0,1604.0,1604.0,660.0
7.0,2008.0,796.0,1612.0,666.0
6.0,1964.0,780.0,1806.0,483.0
7.0,2003.0,1337.0,1337.0,531.0
7.0,1970.0,1947.0,2207.0,576.0
6.0,1968.0,1392.0,1392.0,576.0
5.0,1962.0,1188.0,1188.0,312.0
7.0,1890.0,718.0,2554.0,704.0
7.0,1991.0,1454.0,1478.0,506.0
8.0,1994.0,1986.0,1987.0,691.0
6.0,1984.0,1003.0,1003.0,588.0
5.0,1900.0,716.0,2014.0,624.0
5.0,1938.0,190.0,886.0,273.0
6.0,1973.0,483.0,987.0,264.0
8.0,2007.0,1542.0,1542.0,852.0
7.0,2004.0,835.0,1119.0,437.0
6.0,1968.0,952.0,952.0,288.0
5.0,1938.0,803.0,1360.0,297.0
8.0,2006.0,1278.0,1278.0,584.0
8.0,2006.0,1574.0,1574.0,824.0
6.0,2005.0,745.0,1490.0,392.0
5.0,1960.0,1296.0,1496.0,450.0
6.0,1999.0,744.0,1501.0,440.0
6.0,2000.0,1381.0,1403.0,470.0
6.0,1976.0,1029.0,1062.0,539.0
5.0,1946.0,768.0,1200.0,240.0
8.0,1995.0,1242.0,2501.0,751.0
5.0,1965.0,1073.0,1073.0,515.0
5.0,1969.0,864.0,1479.0,275.0
5.0,1960.0,1010.0,1134.0,254.0
5.0,2003.0,1094.0,1094.0,576.0
6.0,2005.0,728.0,1456.0,390.0
5.0,1955.0,1057.0,1057.0,288.0
6.0,2006.0,698.0,1746.0,350.0
8.0,2007.0,1884.0,1728.0,520.0
8.0,2006.0,1489.0,1489.0,776.0
7.0,2000.0,1168.0,1458.492119089317,820.0
8.0,2001.0,1479.0,2649.0,746.0
5.0,1954.0,381.0,992.0,319.0
6.0,1920.0,660.0,865.0,216.0
8.0,2001.0,1299.0,1872.0,531.0
6.0,2000.0,756.0,1512.0,440.0
4.0,1955.0,1057.902708481825,1152.0,0.0
7.0,2007.0,1264.0,1458.492119089317,792.0
5.0,1920.0,936.0,936.0,0.0
8.0,1978.0,1226.0,1226.0,484.0
6.0,1994.0,636.0,1320.0,472.0
5.0,1921.0,612.0,2601.0,621.0
4.0,1970.0,546.0,1092.0,0.0
5.0,1925.0,1057.902708481825,2640.0,463.4402493938345
6.0,2000.0,756.0,1512.0,440.0
5.0,1919.0,610.0,819.0,0.0
5.0,1951.0,1080.0,1480.0,253.0
6.0,1914.0,1440.0,1458.492119089317,0.0
5.0,1976.0,1040.0,1060.0,572.0
5.0,1962.0,896.0,936.0,288.0
7.0,1930.0,637.0,1108.0,280.0
4.0,1920.0,736.0,1452.0,0.0
7.0,2004.0,956.0,2084.0,618.0
5.0,1976.0,911.0,954.0,576.0
6.0,1918.0,1370.0,2624.0,864.0
8.0,1991.0,1288.0,2417.0,462.0
4.0,1951.0,836.0,1220.0,396.0
7.0,2003.0,698.0,1342.0,393.0
7.0,2004.0,1422.0,1422.0,626.0
6.0,1923.0,784.0,1603.0,599.0
6.0,1993.0,630.0,1320.0,484.0
3.0,1914.0,864.0,864.0,0.0
7.0,1986.0,1057.902708481825,1295.0,312.0
6.0,1976.0,1127.0,1127.0,480.0
9.0,1999.0,1698.0,1709.0,506.0
4.0,1947.0,1057.902708481825,912.0,0.0
9.0,2005.0,1561.0,1561.0,556.0
5.0,1910.0,616.0,1232.0,480.0
6.0,1987.0,1112.0,1137.0,551.0
5.0,1952.0,924.0,924.0,420.0
6.0,1972.0,483.0,987.0,288.0
7.0,1902.0,1020.0,1864.0,0.0
6.0,2000.0,756.0,1573.0,440.0
7.0,2000.0,985.0,1842.0,486.0
8.0,1995.0,1318.0,2531.0,752.0
7.0,2004.0,600.0,1200.0,480.0
6.0,1900.0,554.0,1290.0,200.0
9.0,2005.0,1992.0,1458.492119089317,716.0
5.0,1931.0,715.0,875.0,180.0
5.0,1971.64190345772,1057.902708481825,2016.0,576.0
4.0,1967.0,1057.902708481825,1296.0,516.0
8.0,2007.0,1496.0,1496.0,474.0
6.0,2000.0,959.0,1671.0,472.0
6.0,1951.0,1091.0,1091.0,344.0
5.0,1956.0,928.0,928.0,252.0
6.0,1960.0,1144.0,1429.0,572.0
4.0,1956.0,832.0,1337.0,263.0
6.0,1948.0,1082.0,1082.0,240.0
4.0,1961.0,1396.0,1608.0,444.0
7.0,2004.0,1073.0,1073.0,246.0
5.0,1935.0,666.0,1458.492119089317,463.4402493938345
5.0,1910.0,440.0,1230.0,440.0
9.0,2009.0,1555.0,1680.0,463.4402493938345
5.0,1920.0,1300.0,1140.0,400.0
4.0,1970.0,546.0,1092.0,0.0
5.0,1895.0,736.0,1534.0,0.0
6.0,1970.0,546.0,1092.0,0.0
5.0,1984.0,864.0,887.0,288.0
9.0,2004.0,1780.0,1780.0,816.0
5.0,1952.0,960.0,1960.0,400.0
7.0,1995.0,1203.0,2520.0,721.0
6.0,1947.0,784.0,1312.0,649.0
5.0,1940.0,728.0,1308.0,256.0
8.0,2007.0,1615.0,1615.0,864.0
5.0,1938.0,832.0,1268.0,250.0
7.0,2007.0,1350.0,1358.0,484.0
6.0,1939.0,600.0,1232.0,217.0
6.0,1979.0,1001.0,1299.0,486.0
4.0,1956.0,1057.902708481825,968.0,331.0
6.0,1963.0,1395.0,1395.0,440.0
7.0,1925.0,952.0,1548.0,672.0
7.0,1984.0,1208.0,1621.0,440.0
5.0,1916.0,624.0,1344.0,513.0
4.0,1970.0,882.0,882.0,525.0
5.0,1959.0,1350.0,1328.0,308.0
6.0,1984.0,1153.0,1177.0,495.0
6.0,1999.0,923.0,1714.0,451.0
5.0,1969.0,1288.0,1336.0,502.0
6.0,1996.0,872.0,1756.0,422.0
5.0,1996.0,1348.0,1384.0,404.0
8.0,1999.0,960.0,1607.0,480.0
6.0,1973.0,483.0,987.0,264.0
6.0,1975.0,855.0,1456.0,440.0
6.0,1960.0,1383.0,1383.0,292.0
5.0,1961.0,1050.0,1050.0,368.0
5.0,1966.0,876.0,904.0,408.0
9.0,2005.0,1698.0,1698.0,730.0
7.0,1972.0,1124.0,1610.0,515.0
4.0,1970.0,546.0,1092.0,0.0
4.0,1910.0,1077.0,1760.0,648.0
8.0,1981.0,1057.902708481825,2497.0,676.0
9.0,2006.0,1802.0,1802.0,843.0
5.0,1965.0,744.0,2140.0,549.0
6.0,2003.0,835.0,1696.0,542.0
7.0,1999.0,1405.0,1337.0,511.0
9.0,2008.0,1774.0,1808.0,850.0
5.0,1956.0,1240.0,1375.0,323.0
7.0,2007.0,1208.0,1208.0,628.0
7.0,1999.0,384.0,1430.0,410.0
5.0,1922.0,892.0,1436.0,463.4402493938345
5.0,1946.0,904.0,1499.0,869.0
6.0,1957.0,1705.0,1390.0,550.0
6.0,1978.0,450.0,1034.0,504.0
4.0,1954.0,901.0,901.0,281.0
6.0,1950.0,663.0,1074.0,467.0
6.0,1981.0,1057.902708481825,1882.0,612.0
9.0,2007.0,1530.0,1530.0,463.4402493938345
7.0,2006.0,939.0,1797.0,639.0
6.0,1962.0,1099.0,1431.0,296.0
7.0,2007.0,1162.0,1162.0,483.0
4.0,1910.0,624.0,816.0,0.0
5.0,1925.0,884.0,1348.0,216.0
7.0,1941.0,929.0,2039.0,791.0
7.0,2001.0,884.0,2035.0,434.0
6.0,1957.0,1478.0,1478.0,442.0
6.0,1984.0,1232.0,1232.0,516.0
7.0,2002.0,1459.0,1459.0,527.0
8.0,2001.0,810.0,1665.0,528.0
5.0,1957.0,928.0,928.0,288.0
5.0,1959.0,1006.0,1006.0,0.0
5.0,1947.0,938.0,1043.0,273.0
5.0,1910.0,658.0,1184.0,0.0
7.0,2006.0,1258.0,1258.0,648.0
5.0,1920.0,672.0,1344.0,468.0
5.0,1956.0,1188.0,1437.0,576.0
5.0,1951.0,952.0,952.0,840.0
5.0,1941.0,984.0,1604.0,660.0
5.0,1954.0,825.0,825.0,350.0
6.0,1976.0,796.0,1574.0,566.0
7.0,2005.0,1336.0,1336.0,502.0
5.0,1959.0,1040.0,1040.0,286.0
10.0,2006.0,1528.0,1458.492119089317,758.0
6.0,1970.0,1657.0,1657.0,484.0
7.0,1994.0,832.0,1657.0,483.0
5.0,1977.0,757.0,1475.0,336.0
5.0,1954.0,811.0,1387.0,256.0
6.0,1956.0,1124.0,1124.0,353.0
6.0,1977.0,1330.0,1458.492119089317,619.0
5.0,1938.0,952.0,1582.0,250.0
4.0,1922.0,796.0,796.0,0.0
6.0,1924.0,617.0,1310.0,398.0
6.0,2005.0,858.0,1716.0,615.0
9.0,2005.0,1057.902708481825,2490.0,795.0
6.0,1980.0,650.0,1564.0,476.0
5.0,1910.0,396.0,1330.0,390.0
5.0,1915.0,876.0,1416.0,720.0
6.0,1979.0,1625.0,1625.0,576.0
7.0,1936.0,560.0,1135.0,576.0
7.0,1948.0,570.0,1079.0,249.0
7.0,1978.0,1529.0,1664.0,663.0
6.0,1930.0,984.0,984.0,308.0
7.0,1994.0,1223.0,2127.0,525.0
5.0,1955.0,972.0,972.0,305.0
6.0,1910.0,684.0,1368.0,216.0
5.0,1982.0,858.0,858.0,576.0
4.0,1970.0,546.0,1092.0,0.0
8.0,2001.0,1338.0,1338.0,582.0
4.0,1925.0,572.0,572.0,200.0
8.0,2008.0,1468.0,1468.0,904.0
6.0,1937.0,698.0,1176.0,624.0
7.0,1920.0,824.0,1458.492119089317,672.0
7.0,2007.0,1373.0,1555.0,660.0
2.0,1923.0,678.0,832.0,780.0
5.0,1951.0,900.0,900.0,576.0
5.0,1964.0,720.0,1440.0,480.0
6.0,2005.0,1358.0,1358.0,484.0
7.0,1999.0,1177.0,2312.0,658.0
7.0,1927.0,851.0,1718.0,264.0
6.0,2001.0,827.0,1677.0,627.0
5.0,1900.0,346.0,1017.0,308.0
5.0,1946.0,1195.0,1195.0,0.0
6.0,2007.0,894.0,1933.0,668.0
8.0,2002.0,1065.0,1989.0,586.0
7.0,2001.0,963.0,1792.0,564.0
6.0,1992.0,761.0,1603.0,484.0
5.0,1939.0,672.0,1322.0,280.0
7.0,1991.0,384.0,1472.0,402.0
7.0,1984.0,1190.0,2090.0,577.0
9.0,2007.0,1800.0,1800.0,944.0
5.0,1930.0,912.0,1248.0,160.0
6.0,2006.0,1836.0,1846.0,495.0
4.0,1970.0,546.0,1092.0,286.0
7.0,2005.0,1257.0,1266.0,453.0
8.0,2006.0,1573.0,1625.0,495.0
5.0,1973.0,945.0,945.0,253.0
9.0,2004.0,1462.0,2224.0,738.0
6.0,1966.0,832.0,2087.0,444.0
7.0,1993.0,1148.0,2075.0,473.0
7.0,1989.0,1518.0,1644.0,569.0
5.0,1939.0,992.0,1465.0,240.0
4.0,1961.0,1029.0,1029.0,261.0
5.0,1910.0,1117.0,1347.0,0.0
6.0,1966.0,800.0,1632.0,484.0
6.0,2005.0,547.0,1072.0,525.0
8.0,2006.0,1524.0,1534.0,484.0
5.0,1967.0,882.0,900.0,280.0
6.0,1959.0,1019.0,1357.0,312.0
8.0,1929.0,792.0,1517.0,400.0
6.0,2004.0,848.0,848.0,420.0
5.0,1961.0,552.0,1774.0,384.0
6.0,1954.0,988.0,1626.0,332.0
5.0,1970.0,914.0,914.0,368.0
7.0,2004.0,384.0,1374.0,400.0
7.0,2005.0,1400.0,1400.0,612.0
5.0,1910.0,680.0,1360.0,330.0
5.0,1971.0,950.0,950.0,280.0
6.0,1962.0,912.0,1734.0,440.0
7.0,1920.0,596.0,1762.0,576.0
10.0,2007.0,1057.902708481825,2290.0,463.4402493938345
5.0,1952.0,720.0,882.0,240.0
6.0,1978.0,1224.0,1891.0,678.0
6.0,1953.0,1000.0,1609.0,305.0
6.0,1977.0,1567.0,1567.0,714.0
7.0,1993.0,1347.0,2646.0,656.0
8.0,2006.0,1057.902708481825,2140.0,894.0
8.0,1989.0,1337.0,1337.0,462.0
7.0,1971.0,825.0,1670.0,464.0
5.0,1940.0,672.0,672.0,240.0
7.0,1977.0,908.0,2288.0,520.0
5.0,1963.0,520.0,1464.0,480.0
9.0,2010.0,1856.0,1856.0,834.0
6.0,1970.0,483.0,987.0,280.0
6.0,1978.0,940.0,1026.0,576.0
7.0,2005.0,1364.0,1364.0,484.0
5.0,1924.0,1107.0,1296.0,260.0
6.0,1958.0,1121.0,1336.0,488.0
9.0,2008.0,1104.0,2184.0,836.0
7.0,1945.0,672.0,1668.0,252.0
4.0,1982.0,845.0,845.0,360.0
5.0,1969.0,1248.0,2634.0,463.4402493938345
6.0,1971.0,525.0,1092.0,264.0
4.0,1946.0,1057.902708481825,896.0,280.0
5.0,1910.0,1022.0,1022.0,280.0
6.0,1977.0,957.0,1287.0,541.0
5.0,1923.0,859.0,1828.0,463.4402493938345
5.0,1910.0,856.0,1680.0,450.0
6.0,1958.0,1184.0,1414.0,601.0
7.0,2007.0,689.0,1392.0,540.0
5.0,1971.0,782.0,810.0,576.0
6.0,1965.0,1042.0,1042.0,440.0
